url,slug,name,type,category,class,content_value,search_intent_match,unique_value,internal_link,index_decision,reason
https://codeconvert.net/unicode-encoding-rules,unicode-encoding-rules,Unicode Encoding Rules,directory,Encode/Decode,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/utf-16-code-table,utf-16-code-table,Utf 16 Code Table,directory,Encode/Decode,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/emoji-symbols,emoji-symbols,Emoji Symbols,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/special-symbols,special-symbols,Special Symbols,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/javascript-minifier,javascript-minifier,Javascript Minifier,directory,Formatter,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/css-minifier,css-minifier,Css Minifier,directory,CSS,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/text-diff,text-diff,Text Diff,directory,Text Tools,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/hash-generator,hash-generator,Hash Generator,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/password-generator,password-generator,Password Generator,directory,Text Tools,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/caesar-cipher-tool,caesar-cipher-tool,Caesar Cipher Tool,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/md5-generator,md5-generator,Md5 Generator,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/sha1-generator,sha1-generator,Sha1 Generator,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/sha256-generator,sha256-generator,Sha256 Generator,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/sha512-generator,sha512-generator,Sha512 Generator,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/hmac-generator,hmac-generator,Hmac Generator,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/hash-identifier,hash-identifier,Hash Identifier,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/password-strength,password-strength,Password Strength,directory,Text Tools,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/ssl-checker,ssl-checker,Ssl Checker,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/whois-lookup,whois-lookup,Whois Lookup,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/dns-lookup,dns-lookup,Dns Lookup,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/ip-lookup,ip-lookup,Ip Lookup,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/user-agent-parser,user-agent-parser,User Agent Parser,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/md5-decrypt,md5-decrypt,Md5 Decrypt,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/hash-cracker,hash-cracker,Hash Cracker,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/jwt-verify,jwt-verify,Jwt Verify,directory,Security,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/url-scanner,url-scanner,Url Scanner,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/security-headers,security-headers,Security Headers,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/qr-code-generator,qr-code-generator,Qr Code Generator,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/lorem-ipsum,lorem-ipsum,Lorem Ipsum,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/text-compare,text-compare,Text Compare,directory,Text Tools,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/file-difference-tool,file-difference-tool,File Difference Tool,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/json-diff-tool,json-diff-tool,Json Diff Tool,directory,JSON,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/xml-diff-tool,xml-diff-tool,Xml Diff Tool,directory,XML,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/word-counter,word-counter,Word Counter,directory,Text Tools,A,7,9,6,7,Index and upgrade first,Clear standalone search demand and direct utility intent.
https://codeconvert.net/character-counter,character-counter,Character Counter,directory,Text Tools,A,7,9,6,7,Index and upgrade first,Clear standalone search demand and direct utility intent.
https://codeconvert.net/line-counter,line-counter,Line Counter,directory,Text Tools,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/case-converter,case-converter,Case Converter,directory,Text Tools,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/number-sorter,number-sorter,Number Sorter,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/base-number-converter,base-number-converter,Base Number Converter,directory,Encode/Decode,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/bigint-base-converter,bigint-base-converter,Bigint Base Converter,directory,Encode/Decode,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/ieee-754-float-converter,ieee-754-float-converter,Ieee 754 Float Converter,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/byte-signed-unsigned-converter,byte-signed-unsigned-converter,Byte Signed Unsigned Converter,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/little-big-endian-converter,little-big-endian-converter,Little Big Endian Converter,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/reverse-binary-tool,reverse-binary-tool,Reverse Binary Tool,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/reverse-array-tool,reverse-array-tool,Reverse Array Tool,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/barcode-generator,barcode-generator,Barcode Generator,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/slug-generator,slug-generator,Slug Generator,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/slugify-url-generator,slugify-url-generator,Slugify Url Generator,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/utm-generator,utm-generator,Utm Generator,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/url-parameter-formatter,url-parameter-formatter,Url Parameter Formatter,directory,Formatter,B,5,6,4,6,Keep indexed only after page-specific upgrade,"Relevant utility intent, but needs unique definitions, examples, and tool-specific copy."
https://codeconvert.net/url-batch-generator,url-batch-generator,Url Batch Generator,directory,Network,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/htaccess-generator,htaccess-generator,Htaccess Generator,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/cron-generator,cron-generator,Cron Generator,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
https://codeconvert.net/cron-expression-parser,cron-expression-parser,Cron Expression Parser,directory,Other,B,3,3,2,4,Noindex recommended,Low or unclear search value under current template.
